Person ID,Party,Type,Vote
128A,democrat,immigration,0
129A,republican,immigration,0
130A,democrat,immigration,1
131A,democrat,immigration,1
132A,republican,immigration,0
133A,democrat,immigration,0
134A,democrat,immigration,0
135A,democrat,immigration,1
136A,democrat,immigration,1
137A,republican,immigration,1
138A,republican,immigration,1
139A,democrat,immigration,0
140A,democrat,immigration,0
141A,republican,immigration,1
142A,republican,immigration,0
143A,republican,immigration,1
144A,republican,immigration,0
145A,republican,immigration,1
146A,democrat,immigration,1
147A,republican,immigration,0
148A,democrat,immigration,1
149A,democrat,immigration,1
150A,democrat,immigration,1
151A,democrat,immigration,1
152A,republican,immigration,1
153A,democrat,immigration,1
154A,democrat,immigration,1
155A,republican,immigration,1
156A,republican,immigration,1
157A,republican,immigration,0
158A,republican,immigration,1
159A,republican,immigration,0
160A,republican,immigration,1
161A,democrat,immigration,1
162A,republican,immigration,1
163A,democrat,immigration,1
164A,democrat,immigration,1
165A,republican,immigration,1
166A,republican,immigration,0
167A,democrat,immigration,0
168A,democrat,immigration,1
169A,democrat,immigration,1
170A,democrat,immigration,1
171A,republican,immigration,0
172A,democrat,immigration,0
173A,republican,immigration,0
174A,democrat,immigration,0
175A,republican,immigration,1
176A,democrat,immigration,0
177A,democrat,immigration,0
178A,democrat,immigration,1
179A,republican,immigration,0
180A,republican,immigration,1
181A,republican,immigration,1
182A,democrat,immigration,1
183A,republican,immigration,1
184A,republican,immigration,1
185A,republican,immigration,1
186A,republican,immigration,0
187A,democrat,immigration,0
188A,republican,immigration,1
189A,republican,immigration,1
190A,republican,immigration,1
191A,republican,immigration,0
192A,republican,immigration,0
193A,democrat,immigration,1
194A,democrat,immigration,1
195A,republican,immigration,1
196A,republican,immigration,0
197A,democrat,immigration,1
198A,democrat,immigration,1
199A,republican,immigration,0
200A,republican,immigration,0
201A,democrat,immigration,0
202A,republican,immigration,0
203A,republican,immigration,0
204A,democrat,immigration,1
205A,democrat,immigration,0
206A,democrat,immigration,0
207A,democrat,immigration,0
208A,republican,immigration,0
209A,democrat,immigration,0
210A,democrat,immigration,0
211A,republican,immigration,1
212A,republican,immigration,1
213A,republican,immigration,0
214A,democrat,immigration,1
215A,democrat,immigration,0
216A,republican,immigration,0
217A,republican,immigration,0
218A,democrat,immigration,1
219A,republican,immigration,1
220A,democrat,immigration,0
221A,republican,immigration,1
222A,democrat,immigration,1
223A,democrat,immigration,1
224A,democrat,immigration,0
225A,republican,immigration,1
226A,democrat,immigration,0
227A,democrat,immigration,0
228A,democrat,immigration,0
229A,democrat,immigration,1
230A,republican,immigration,1
231A,republican,immigration,1
232A,democrat,immigration,1
1A,democrat,synfuels-corporation-cutback,0
2A,republican,synfuels-corporation-cutback,0
3A,democrat,synfuels-corporation-cutback,1
4A,democrat,synfuels-corporation-cutback,0
5A,democrat,synfuels-corporation-cutback,0
6A,democrat,synfuels-corporation-cutback,1
7A,democrat,synfuels-corporation-cutback,1
8A,republican,synfuels-corporation-cutback,0
9A,democrat,synfuels-corporation-cutback,1
10A,republican,synfuels-corporation-cutback,0
11A,democrat,synfuels-corporation-cutback,0
12A,republican,synfuels-corporation-cutback,0
13A,democrat,synfuels-corporation-cutback,0
14A,republican,synfuels-corporation-cutback,0
15A,republican,synfuels-corporation-cutback,0
16A,republican,synfuels-corporation-cutback,0
17A,democrat,synfuels-corporation-cutback,1
18A,democrat,synfuels-corporation-cutback,0
19A,democrat,synfuels-corporation-cutback,0
20A,democrat,synfuels-corporation-cutback,0
21A,democrat,synfuels-corporation-cutback,0
22A,democrat,synfuels-corporation-cutback,1
23A,republican,synfuels-corporation-cutback,0
24A,republican,synfuels-corporation-cutback,1
25A,republican,synfuels-corporation-cutback,1
26A,republican,synfuels-corporation-cutback,0
27A,republican,synfuels-corporation-cutback,0
28A,republican,synfuels-corporation-cutback,0
29A,democrat,synfuels-corporation-cutback,1
30A,republican,synfuels-corporation-cutback,0
31A,republican,synfuels-corporation-cutback,1
32A,republican,synfuels-corporation-cutback,0
33A,democrat,synfuels-corporation-cutback,0
34A,republican,synfuels-corporation-cutback,1
35A,republican,synfuels-corporation-cutback,0
36A,democrat,synfuels-corporation-cutback,1
37A,democrat,synfuels-corporation-cutback,1
38A,democrat,synfuels-corporation-cutback,1
39A,democrat,synfuels-corporation-cutback,1
40A,republican,synfuels-corporation-cutback,0
41A,republican,synfuels-corporation-cutback,0
42A,republican,synfuels-corporation-cutback,0
43A,democrat,synfuels-corporation-cutback,1
44A,republican,synfuels-corporation-cutback,0
45A,republican,synfuels-corporation-cutback,0
46A,democrat,synfuels-corporation-cutback,1
47A,democrat,synfuels-corporation-cutback,0
48A,democrat,synfuels-corporation-cutback,1
49A,democrat,synfuels-corporation-cutback,1
50A,democrat,synfuels-corporation-cutback,0
51A,democrat,synfuels-corporation-cutback,1
52A,democrat,synfuels-corporation-cutback,0
53A,democrat,synfuels-corporation-cutback,1
54A,democrat,synfuels-corporation-cutback,1
55A,democrat,synfuels-corporation-cutback,1
56A,republican,synfuels-corporation-cutback,0
57A,democrat,synfuels-corporation-cutback,0
58A,democrat,synfuels-corporation-cutback,1
59A,republican,synfuels-corporation-cutback,0
60A,democrat,synfuels-corporation-cutback,1
61A,republican,synfuels-corporation-cutback,0
62A,republican,synfuels-corporation-cutback,0
63A,democrat,synfuels-corporation-cutback,0
64A,republican,synfuels-corporation-cutback,0
65A,republican,synfuels-corporation-cutback,0
66A,republican,synfuels-corporation-cutback,1
67A,democrat,synfuels-corporation-cutback,0
68A,democrat,synfuels-corporation-cutback,0
69A,republican,synfuels-corporation-cutback,0
70A,republican,synfuels-corporation-cutback,0
71A,republican,synfuels-corporation-cutback,0
72A,democrat,synfuels-corporation-cutback,0
73A,republican,synfuels-corporation-cutback,1
74A,democrat,synfuels-corporation-cutback,0
75A,republican,synfuels-corporation-cutback,0
76A,democrat,synfuels-corporation-cutback,1
77A,democrat,synfuels-corporation-cutback,1
78A,republican,synfuels-corporation-cutback,0
79A,republican,synfuels-corporation-cutback,0
80A,republican,synfuels-corporation-cutback,0
81A,democrat,synfuels-corporation-cutback,0
82A,democrat,synfuels-corporation-cutback,0
83A,democrat,synfuels-corporation-cutback,1
84A,republican,synfuels-corporation-cutback,0
85A,republican,synfuels-corporation-cutback,0
86A,republican,synfuels-corporation-cutback,1
87A,democrat,synfuels-corporation-cutback,1
88A,democrat,synfuels-corporation-cutback,1
89A,democrat,synfuels-corporation-cutback,0
90A,republican,synfuels-corporation-cutback,0
91A,democrat,synfuels-corporation-cutback,0
92A,democrat,synfuels-corporation-cutback,1
93A,democrat,synfuels-corporation-cutback,1
94A,democrat,synfuels-corporation-cutback,1
95A,democrat,synfuels-corporation-cutback,0
96A,democrat,synfuels-corporation-cutback,1
97A,democrat,synfuels-corporation-cutback,0
98A,democrat,synfuels-corporation-cutback,0
99A,democrat,synfuels-corporation-cutback,0
100A,democrat,synfuels-corporation-cutback,1
101A,democrat,synfuels-corporation-cutback,0
102A,republican,synfuels-corporation-cutback,0
103A,democrat,synfuels-corporation-cutback,0
104A,republican,synfuels-corporation-cutback,0
105A,democrat,synfuels-corporation-cutback,1
106A,democrat,synfuels-corporation-cutback,0
107A,republican,synfuels-corporation-cutback,0
108A,democrat,synfuels-corporation-cutback,1
109A,democrat,synfuels-corporation-cutback,1
110A,republican,synfuels-corporation-cutback,0
111A,republican,synfuels-corporation-cutback,0
112A,democrat,synfuels-corporation-cutback,1
113A,republican,synfuels-corporation-cutback,0
114A,democrat,synfuels-corporation-cutback,1
115A,republican,synfuels-corporation-cutback,0
116A,republican,synfuels-corporation-cutback,0
117A,republican,synfuels-corporation-cutback,0
118A,republican,synfuels-corporation-cutback,0
119A,republican,synfuels-corporation-cutback,0
120A,democrat,synfuels-corporation-cutback,0
121A,democrat,synfuels-corporation-cutback,0
122A,republican,synfuels-corporation-cutback,0
123A,democrat,synfuels-corporation-cutback,1
124A,democrat,synfuels-corporation-cutback,0
125A,democrat,synfuels-corporation-cutback,1
126A,republican,synfuels-corporation-cutback,0
127A,republican,synfuels-corporation-cutback,0
128A,democrat,synfuels-corporation-cutback,0
129A,republican,synfuels-corporation-cutback,0
130A,democrat,synfuels-corporation-cutback,0
131A,democrat,synfuels-corporation-cutback,0
132A,republican,synfuels-corporation-cutback,0
133A,democrat,synfuels-corporation-cutback,1
134A,democrat,synfuels-corporation-cutback,0
135A,democrat,synfuels-corporation-cutback,0
136A,democrat,synfuels-corporation-cutback,0
137A,republican,synfuels-corporation-cutback,0
138A,republican,synfuels-corporation-cutback,0
139A,democrat,synfuels-corporation-cutback,0
140A,democrat,synfuels-corporation-cutback,0
141A,republican,synfuels-corporation-cutback,0
142A,republican,synfuels-corporation-cutback,0
143A,republican,synfuels-corporation-cutback,0
144A,republican,synfuels-corporation-cutback,0
145A,republican,synfuels-corporation-cutback,0
146A,democrat,synfuels-corporation-cutback,0
147A,republican,synfuels-corporation-cutback,0
148A,democrat,synfuels-corporation-cutback,1
149A,democrat,synfuels-corporation-cutback,1
150A,democrat,synfuels-corporation-cutback,1
151A,democrat,synfuels-corporation-cutback,1
152A,republican,synfuels-corporation-cutback,0
153A,democrat,synfuels-corporation-cutback,1
154A,democrat,synfuels-corporation-cutback,0
155A,republican,synfuels-corporation-cutback,0
156A,republican,synfuels-corporation-cutback,0
157A,republican,synfuels-corporation-cutback,0
158A,republican,synfuels-corporation-cutback,0
159A,republican,synfuels-corporation-cutback,0
160A,republican,synfuels-corporation-cutback,0
161A,democrat,synfuels-corporation-cutback,0
162A,republican,synfuels-corporation-cutback,0
163A,democrat,synfuels-corporation-cutback,0
164A,democrat,synfuels-corporation-cutback,0
165A,republican,synfuels-corporation-cutback,0
166A,republican,synfuels-corporation-cutback,1
167A,democrat,synfuels-corporation-cutback,1
168A,democrat,synfuels-corporation-cutback,0
169A,democrat,synfuels-corporation-cutback,0
170A,democrat,synfuels-corporation-cutback,0
171A,republican,synfuels-corporation-cutback,1
172A,democrat,synfuels-corporation-cutback,1
173A,republican,synfuels-corporation-cutback,0
174A,democrat,synfuels-corporation-cutback,1
175A,republican,synfuels-corporation-cutback,0
176A,democrat,synfuels-corporation-cutback,0
177A,democrat,synfuels-corporation-cutback,0
178A,democrat,synfuels-corporation-cutback,0
179A,republican,synfuels-corporation-cutback,1
180A,republican,synfuels-corporation-cutback,1
181A,republican,synfuels-corporation-cutback,0
182A,democrat,synfuels-corporation-cutback,1
183A,republican,synfuels-corporation-cutback,0
184A,republican,synfuels-corporation-cutback,0
185A,republican,synfuels-corporation-cutback,0
186A,republican,synfuels-corporation-cutback,0
187A,democrat,synfuels-corporation-cutback,1
188A,republican,synfuels-corporation-cutback,0
189A,republican,synfuels-corporation-cutback,1
190A,republican,synfuels-corporation-cutback,0
191A,republican,synfuels-corporation-cutback,0
192A,republican,synfuels-corporation-cutback,0
193A,democrat,synfuels-corporation-cutback,0
194A,democrat,synfuels-corporation-cutback,1
195A,republican,synfuels-corporation-cutback,1
196A,republican,synfuels-corporation-cutback,1
197A,democrat,synfuels-corporation-cutback,1
198A,democrat,synfuels-corporation-cutback,0
199A,republican,synfuels-corporation-cutback,0
200A,republican,synfuels-corporation-cutback,0
201A,democrat,synfuels-corporation-cutback,1
202A,republican,synfuels-corporation-cutback,0
203A,republican,synfuels-corporation-cutback,0
204A,democrat,synfuels-corporation-cutback,1
205A,democrat,synfuels-corporation-cutback,1
206A,democrat,synfuels-corporation-cutback,1
207A,democrat,synfuels-corporation-cutback,1
208A,republican,synfuels-corporation-cutback,1
209A,democrat,synfuels-corporation-cutback,1
210A,democrat,synfuels-corporation-cutback,0
211A,republican,synfuels-corporation-cutback,1
212A,republican,synfuels-corporation-cutback,0
213A,republican,synfuels-corporation-cutback,0
214A,democrat,synfuels-corporation-cutback,0
215A,democrat,synfuels-corporation-cutback,1
216A,republican,synfuels-corporation-cutback,0
217A,republican,synfuels-corporation-cutback,1
218A,democrat,synfuels-corporation-cutback,1
219A,republican,synfuels-corporation-cutback,0
220A,democrat,synfuels-corporation-cutback,0
221A,republican,synfuels-corporation-cutback,0
222A,democrat,synfuels-corporation-cutback,1
223A,democrat,synfuels-corporation-cutback,0
224A,democrat,synfuels-corporation-cutback,0
225A,republican,synfuels-corporation-cutback,0
226A,democrat,synfuels-corporation-cutback,1
227A,democrat,synfuels-corporation-cutback,1
228A,democrat,synfuels-corporation-cutback,1
229A,democrat,synfuels-corporation-cutback,0
230A,republican,synfuels-corporation-cutback,0
231A,republican,synfuels-corporation-cutback,0
232A,democrat,synfuels-corporation-cutback,0
1A,democrat,education-spending,0
2A,republican,education-spending,1
3A,democrat,education-spending,0
4A,democrat,education-spending,0
5A,democrat,education-spending,0
6A,democrat,education-spending,0
7A,democrat,education-spending,0
8A,republican,education-spending,1
9A,democrat,education-spending,0
10A,republican,education-spending,1
11A,democrat,education-spending,0
12A,republican,education-spending,1
13A,democrat,education-spending,0
14A,republican,education-spending,1
15A,republican,education-spending,0
16A,republican,education-spending,1
17A,democrat,education-spending,0
18A,democrat,education-spending,0
19A,democrat,education-spending,0
20A,democrat,education-spending,0
21A,democrat,education-spending,0
22A,democrat,education-spending,0
23A,republican,education-spending,1
24A,republican,education-spending,1
25A,republican,education-spending,1
26A,republican,education-spending,1
27A,republican,education-spending,1
28A,republican,education-spending,1
29A,democrat,education-spending,0
30A,republican,education-spending,1
31A,republican,education-spending,1
32A,republican,education-spending,1
33A,democrat,education-spending,0
34A,republican,education-spending,0
35A,republican,education-spending,0
36A,democrat,education-spending,0
37A,democrat,education-spending,0
38A,democrat,education-spending,1
39A,democrat,education-spending,0
40A,republican,education-spending,1
41A,republican,education-spending,1
42A,republican,education-spending,1
43A,democrat,education-spending,1
44A,republican,education-spending,1
45A,republican,education-spending,1
46A,democrat,education-spending,0
47A,democrat,education-spending,0
48A,democrat,education-spending,0
49A,democrat,education-spending,0
50A,democrat,education-spending,0
51A,democrat,education-spending,0
52A,democrat,education-spending,0
53A,democrat,education-spending,1
54A,democrat,education-spending,0
55A,democrat,education-spending,0
56A,republican,education-spending,1
57A,democrat,education-spending,0
58A,democrat,education-spending,0
59A,republican,education-spending,1
60A,democrat,education-spending,0
61A,republican,education-spending,1
62A,republican,education-spending,1
63A,democrat,education-spending,0
64A,republican,education-spending,1
65A,republican,education-spending,1
66A,republican,education-spending,1
67A,democrat,education-spending,0
68A,democrat,education-spending,0
69A,republican,education-spending,0
70A,republican,education-spending,1
71A,republican,education-spending,1
72A,democrat,education-spending,1
73A,republican,education-spending,1
74A,democrat,education-spending,0
75A,republican,education-spending,1
76A,democrat,education-spending,0
77A,democrat,education-spending,0
78A,republican,education-spending,1
79A,republican,education-spending,1
80A,republican,education-spending,1
81A,democrat,education-spending,1
82A,democrat,education-spending,1
83A,democrat,education-spending,1
84A,republican,education-spending,1
85A,republican,education-spending,1
86A,republican,education-spending,1
87A,democrat,education-spending,0
88A,democrat,education-spending,1
89A,democrat,education-spending,0
90A,republican,education-spending,0
91A,democrat,education-spending,0
92A,democrat,education-spending,0
93A,democrat,education-spending,0
94A,democrat,education-spending,0
95A,democrat,education-spending,0
96A,democrat,education-spending,0
97A,democrat,education-spending,0
98A,democrat,education-spending,0
99A,democrat,education-spending,0
100A,democrat,education-spending,0
101A,democrat,education-spending,0
102A,republican,education-spending,1
103A,democrat,education-spending,1
104A,republican,education-spending,1
105A,democrat,education-spending,0
106A,democrat,education-spending,0
107A,republican,education-spending,1
108A,democrat,education-spending,0
109A,democrat,education-spending,0
110A,republican,education-spending,1
111A,republican,education-spending,1
112A,democrat,education-spending,0
113A,republican,education-spending,1
114A,democrat,education-spending,0
115A,republican,education-spending,1
116A,republican,education-spending,1
117A,republican,education-spending,1
118A,republican,education-spending,1
119A,republican,education-spending,1
120A,democrat,education-spending,0
121A,democrat,education-spending,1
122A,republican,education-spending,0
123A,democrat,education-spending,0
124A,democrat,education-spending,0
125A,democrat,education-spending,0
126A,republican,education-spending,1
127A,republican,education-spending,1
128A,democrat,education-spending,0
129A,republican,education-spending,1
130A,democrat,education-spending,0
131A,democrat,education-spending,0
132A,republican,education-spending,1
133A,democrat,education-spending,0
134A,democrat,education-spending,0
135A,democrat,education-spending,0
136A,democrat,education-spending,0
137A,republican,education-spending,1
138A,republican,education-spending,0
139A,democrat,education-spending,0
140A,democrat,education-spending,0
141A,republican,education-spending,0
142A,republican,education-spending,1
143A,republican,education-spending,0
144A,republican,education-spending,1
145A,republican,education-spending,1
146A,democrat,education-spending,0
147A,republican,education-spending,1
148A,democrat,education-spending,0
149A,democrat,education-spending,0
150A,democrat,education-spending,0
151A,democrat,education-spending,0
152A,republican,education-spending,1
153A,democrat,education-spending,0
154A,democrat,education-spending,0
155A,republican,education-spending,1
156A,republican,education-spending,1
157A,republican,education-spending,1
158A,republican,education-spending,1
159A,republican,education-spending,1
160A,republican,education-spending,1
161A,democrat,education-spending,0
162A,republican,education-spending,1
163A,democrat,education-spending,0
164A,democrat,education-spending,0
165A,republican,education-spending,1
166A,republican,education-spending,1
167A,democrat,education-spending,1
168A,democrat,education-spending,0
169A,democrat,education-spending,0
170A,democrat,education-spending,0
171A,republican,education-spending,1
172A,democrat,education-spending,0
173A,republican,education-spending,1
174A,democrat,education-spending,0
175A,republican,education-spending,1
176A,democrat,education-spending,0
177A,democrat,education-spending,0
178A,democrat,education-spending,0
179A,republican,education-spending,1
180A,republican,education-spending,1
181A,republican,education-spending,0
182A,democrat,education-spending,0
183A,republican,education-spending,1
184A,republican,education-spending,1
185A,republican,education-spending,1
186A,republican,education-spending,1
187A,democrat,education-spending,0
188A,republican,education-spending,1
189A,republican,education-spending,1
190A,republican,education-spending,0
191A,republican,education-spending,1
192A,republican,education-spending,1
193A,democrat,education-spending,0
194A,democrat,education-spending,1
195A,republican,education-spending,0
196A,republican,education-spending,0
197A,democrat,education-spending,0
198A,democrat,education-spending,0
199A,republican,education-spending,0
200A,republican,education-spending,1
201A,democrat,education-spending,1
202A,republican,education-spending,1
203A,republican,education-spending,1
204A,democrat,education-spending,0
205A,democrat,education-spending,1
206A,democrat,education-spending,1
207A,democrat,education-spending,0
208A,republican,education-spending,1
209A,democrat,education-spending,0
210A,democrat,education-spending,0
211A,republican,education-spending,1
212A,republican,education-spending,1
213A,republican,education-spending,1
214A,democrat,education-spending,0
215A,democrat,education-spending,1
216A,republican,education-spending,1
217A,republican,education-spending,1
218A,democrat,education-spending,0
219A,republican,education-spending,1
220A,democrat,education-spending,0
221A,republican,education-spending,0
222A,democrat,education-spending,0
223A,democrat,education-spending,0
224A,democrat,education-spending,0
225A,republican,education-spending,0
226A,democrat,education-spending,0
227A,democrat,education-spending,0
228A,democrat,education-spending,0
229A,democrat,education-spending,0
230A,republican,education-spending,1
231A,republican,education-spending,1
232A,democrat,education-spending,0
1A,democrat,superfund-right-to-sue,1
2A,republican,superfund-right-to-sue,1
3A,democrat,superfund-right-to-sue,0
4A,democrat,superfund-right-to-sue,0
5A,democrat,superfund-right-to-sue,0
6A,democrat,superfund-right-to-sue,0
7A,democrat,superfund-right-to-sue,0
8A,republican,superfund-right-to-sue,1
9A,democrat,superfund-right-to-sue,0
10A,republican,superfund-right-to-sue,1
11A,democrat,superfund-right-to-sue,1
12A,republican,superfund-right-to-sue,1
13A,democrat,superfund-right-to-sue,0
14A,republican,superfund-right-to-sue,1
15A,republican,superfund-right-to-sue,1
16A,republican,superfund-right-to-sue,1
17A,democrat,superfund-right-to-sue,1
18A,democrat,superfund-right-to-sue,0
19A,democrat,superfund-right-to-sue,0
20A,democrat,superfund-right-to-sue,0
21A,democrat,superfund-right-to-sue,0
22A,democrat,superfund-right-to-sue,0
23A,republican,superfund-right-to-sue,1
24A,republican,superfund-right-to-sue,1
25A,republican,superfund-right-to-sue,1
26A,republican,superfund-right-to-sue,1
27A,republican,superfund-right-to-sue,1
28A,republican,superfund-right-to-sue,1
29A,democrat,superfund-right-to-sue,0
30A,republican,superfund-right-to-sue,1
31A,republican,superfund-right-to-sue,1
32A,republican,superfund-right-to-sue,1
33A,democrat,superfund-right-to-sue,0
34A,republican,superfund-right-to-sue,0
35A,republican,superfund-right-to-sue,1
36A,democrat,superfund-right-to-sue,0
37A,democrat,superfund-right-to-sue,1
38A,democrat,superfund-right-to-sue,1
39A,democrat,superfund-right-to-sue,1
40A,republican,superfund-right-to-sue,1
41A,republican,superfund-right-to-sue,1
42A,republican,superfund-right-to-sue,1
43A,democrat,superfund-right-to-sue,1
44A,republican,superfund-right-to-sue,1
45A,republican,superfund-right-to-sue,1
46A,democrat,superfund-right-to-sue,1
47A,democrat,superfund-right-to-sue,0
48A,democrat,superfund-right-to-sue,0
49A,democrat,superfund-right-to-sue,0
50A,democrat,superfund-right-to-sue,0
51A,democrat,superfund-right-to-sue,0
52A,democrat,superfund-right-to-sue,0
53A,democrat,superfund-right-to-sue,0
54A,democrat,superfund-right-to-sue,0
55A,democrat,superfund-right-to-sue,0
56A,republican,superfund-right-to-sue,1
57A,democrat,superfund-right-to-sue,0
58A,democrat,superfund-right-to-sue,0
59A,republican,superfund-right-to-sue,1
60A,democrat,superfund-right-to-sue,0
61A,republican,superfund-right-to-sue,1
62A,republican,superfund-right-to-sue,0
63A,democrat,superfund-right-to-sue,0
64A,republican,superfund-right-to-sue,1
65A,republican,superfund-right-to-sue,1
66A,republican,superfund-right-to-sue,1
67A,democrat,superfund-right-to-sue,0
68A,democrat,superfund-right-to-sue,0
69A,republican,superfund-right-to-sue,1
70A,republican,superfund-right-to-sue,1
71A,republican,superfund-right-to-sue,1
72A,democrat,superfund-right-to-sue,1
73A,republican,superfund-right-to-sue,1
74A,democrat,superfund-right-to-sue,1
75A,republican,superfund-right-to-sue,1
76A,democrat,superfund-right-to-sue,1
77A,democrat,superfund-right-to-sue,1
78A,republican,superfund-right-to-sue,1
79A,republican,superfund-right-to-sue,1
80A,republican,superfund-right-to-sue,1
81A,democrat,superfund-right-to-sue,1
82A,democrat,superfund-right-to-sue,1
83A,democrat,superfund-right-to-sue,1
84A,republican,superfund-right-to-sue,1
85A,republican,superfund-right-to-sue,0
86A,republican,superfund-right-to-sue,0
87A,democrat,superfund-right-to-sue,0
88A,democrat,superfund-right-to-sue,1
89A,democrat,superfund-right-to-sue,0
90A,republican,superfund-right-to-sue,0
91A,democrat,superfund-right-to-sue,0
92A,democrat,superfund-right-to-sue,0
93A,democrat,superfund-right-to-sue,0
94A,democrat,superfund-right-to-sue,0
95A,democrat,superfund-right-to-sue,0
96A,democrat,superfund-right-to-sue,0
97A,democrat,superfund-right-to-sue,0
98A,democrat,superfund-right-to-sue,0
99A,democrat,superfund-right-to-sue,0
100A,democrat,superfund-right-to-sue,0
101A,democrat,superfund-right-to-sue,0
102A,republican,superfund-right-to-sue,1
103A,democrat,superfund-right-to-sue,0
104A,republican,superfund-right-to-sue,0
105A,democrat,superfund-right-to-sue,0
106A,democrat,superfund-right-to-sue,0
107A,republican,superfund-right-to-sue,1
108A,democrat,superfund-right-to-sue,0
109A,democrat,superfund-right-to-sue,1
110A,republican,superfund-right-to-sue,1
111A,republican,superfund-right-to-sue,1
112A,democrat,superfund-right-to-sue,0
113A,republican,superfund-right-to-sue,1
114A,democrat,superfund-right-to-sue,0
115A,republican,superfund-right-to-sue,1
116A,republican,superfund-right-to-sue,1
117A,republican,superfund-right-to-sue,1
118A,republican,superfund-right-to-sue,1
119A,republican,superfund-right-to-sue,0
120A,democrat,superfund-right-to-sue,0
121A,democrat,superfund-right-to-sue,1
122A,republican,superfund-right-to-sue,0
123A,democrat,superfund-right-to-sue,0
124A,democrat,superfund-right-to-sue,0
125A,democrat,superfund-right-to-sue,0
126A,republican,superfund-right-to-sue,1
127A,republican,superfund-right-to-sue,1
128A,democrat,superfund-right-to-sue,0
129A,republican,superfund-right-to-sue,1
130A,democrat,superfund-right-to-sue,0
131A,democrat,superfund-right-to-sue,0
132A,republican,superfund-right-to-sue,0
133A,democrat,superfund-right-to-sue,0
134A,democrat,superfund-right-to-sue,0
135A,democrat,superfund-right-to-sue,0
136A,democrat,superfund-right-to-sue,0
137A,republican,superfund-right-to-sue,0
138A,republican,superfund-right-to-sue,0
139A,democrat,superfund-right-to-sue,0
140A,democrat,superfund-right-to-sue,0
141A,republican,superfund-right-to-sue,0
142A,republican,superfund-right-to-sue,1
143A,republican,superfund-right-to-sue,0
144A,republican,superfund-right-to-sue,1
145A,republican,superfund-right-to-sue,1
146A,democrat,superfund-right-to-sue,0
147A,republican,superfund-right-to-sue,1
148A,democrat,superfund-right-to-sue,0
149A,democrat,superfund-right-to-sue,1
150A,democrat,superfund-right-to-sue,1
151A,democrat,superfund-right-to-sue,1
152A,republican,superfund-right-to-sue,1
153A,democrat,superfund-right-to-sue,0
154A,democrat,superfund-right-to-sue,1
155A,republican,superfund-right-to-sue,1
156A,republican,superfund-right-to-sue,1
157A,republican,superfund-right-to-sue,1
158A,republican,superfund-right-to-sue,1
159A,republican,superfund-right-to-sue,1
160A,republican,superfund-right-to-sue,1
161A,democrat,superfund-right-to-sue,0
162A,republican,superfund-right-to-sue,1
163A,democrat,superfund-right-to-sue,1
164A,democrat,superfund-right-to-sue,0
165A,republican,superfund-right-to-sue,1
166A,republican,superfund-right-to-sue,1
167A,democrat,superfund-right-to-sue,1
168A,democrat,superfund-right-to-sue,0
169A,democrat,superfund-right-to-sue,1
170A,democrat,superfund-right-to-sue,1
171A,republican,superfund-right-to-sue,1
172A,democrat,superfund-right-to-sue,0
173A,republican,superfund-right-to-sue,1
174A,democrat,superfund-right-to-sue,0
175A,republican,superfund-right-to-sue,1
176A,democrat,superfund-right-to-sue,0
177A,democrat,superfund-right-to-sue,0
178A,democrat,superfund-right-to-sue,0
179A,republican,superfund-right-to-sue,1
180A,republican,superfund-right-to-sue,0
181A,republican,superfund-right-to-sue,0
182A,democrat,superfund-right-to-sue,0
183A,republican,superfund-right-to-sue,0
184A,republican,superfund-right-to-sue,1
185A,republican,superfund-right-to-sue,1
186A,republican,superfund-right-to-sue,1
187A,democrat,superfund-right-to-sue,0
188A,republican,superfund-right-to-sue,1
189A,republican,superfund-right-to-sue,1
190A,republican,superfund-right-to-sue,0
191A,republican,superfund-right-to-sue,1
192A,republican,superfund-right-to-sue,1
193A,democrat,superfund-right-to-sue,1
194A,democrat,superfund-right-to-sue,1
195A,republican,superfund-right-to-sue,1
196A,republican,superfund-right-to-sue,1
197A,democrat,superfund-right-to-sue,1
198A,democrat,superfund-right-to-sue,0
199A,republican,superfund-right-to-sue,1
200A,republican,superfund-right-to-sue,1
201A,democrat,superfund-right-to-sue,0
202A,republican,superfund-right-to-sue,1
203A,republican,superfund-right-to-sue,1
204A,democrat,superfund-right-to-sue,0
205A,democrat,superfund-right-to-sue,1
206A,democrat,superfund-right-to-sue,1
207A,democrat,superfund-right-to-sue,0
208A,republican,superfund-right-to-sue,1
209A,democrat,superfund-right-to-sue,1
210A,democrat,superfund-right-to-sue,0
211A,republican,superfund-right-to-sue,1
212A,republican,superfund-right-to-sue,1
213A,republican,superfund-right-to-sue,1
214A,democrat,superfund-right-to-sue,1
215A,democrat,superfund-right-to-sue,1
216A,republican,superfund-right-to-sue,1
217A,republican,superfund-right-to-sue,1
218A,democrat,superfund-right-to-sue,0
219A,republican,superfund-right-to-sue,1
220A,democrat,superfund-right-to-sue,0
221A,republican,superfund-right-to-sue,1
222A,democrat,superfund-right-to-sue,1
223A,democrat,superfund-right-to-sue,0
224A,democrat,superfund-right-to-sue,0
225A,republican,superfund-right-to-sue,1
226A,democrat,superfund-right-to-sue,1
227A,democrat,superfund-right-to-sue,0
228A,democrat,superfund-right-to-sue,0
229A,democrat,superfund-right-to-sue,0
230A,republican,superfund-right-to-sue,1
231A,republican,superfund-right-to-sue,1
232A,democrat,superfund-right-to-sue,0
